district,year,pathway,value_pct,cohort_n,source_url
Spackenkill,2022,Advanced Regents,16.6,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2022
Spackenkill,2022,Local,12.8,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2022
Spackenkill,2022,CDOS,11.2,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2022
Spackenkill,2023,Regents,36.9,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2023
Spackenkill,2023,Advanced Regents,40.5,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2023
Spackenkill,2023,Local,6.4,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2023
Spackenkill,2023,CDOS,6.4,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2023
Spackenkill,2024,Regents,36.7,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2024
Spackenkill,2024,Advanced Regents,15.8,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2024
Spackenkill,2024,Local,21.8,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2024
Spackenkill,2024,CDOS,12.3,1765,https://data.nysed.gov/gradrate.php?instid=131502060000&year=2024
Warwick Valley,2019,Regents,57.5,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2019
Warwick Valley,2019,Advanced Regents,39.4,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2019
Warwick Valley,2019,Local,18.9,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2019
Warwick Valley,2019,CDOS,13.4,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2019
Warwick Valley,2020,Regents,54.2,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2020
Warwick Valley,2020,Advanced Regents,28.7,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2020
Warwick Valley,2020,Local,18.9,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2020
Warwick Valley,2020,CDOS,5.1,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2020
Warwick Valley,2021,Regents,59.6,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2021
Warwick Valley,2021,Advanced Regents,20.7,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2021
Warwick Valley,2021,Local,13.6,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2021
Warwick Valley,2021,CDOS,13.4,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2021
Warwick Valley,2022,Regents,38.0,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2022
Warwick Valley,2022,Advanced Regents,19.9,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2022
Warwick Valley,2022,Local,15.0,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2022
Warwick Valley,2022,CDOS,4.4,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2022
Warwick Valley,2023,Regents,58.5,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2023
Warwick Valley,2023,Advanced Regents,30.7,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2023
Warwick Valley,2023,Local,13.3,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2023
Warwick Valley,2023,CDOS,6.3,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2023
Warwick Valley,2024,Regents,57.8,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2024
Warwick Valley,2024,Advanced Regents,20.3,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2024
Warwick Valley,2024,Local,8.3,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2024
Warwick Valley,2024,CDOS,2.2,228,https://data.nysed.gov/gradrate.php?instid=440901060000&year=2024
Goshen,2019,Regents,37.7,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2019
Goshen,2019,Advanced Regents,26.5,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2019
Goshen,2019,Local,11.7,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2019
Goshen,2019,CDOS,12.2,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2019
Goshen,2020,Regents,37.1,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2020
Goshen,2020,Advanced Regents,17.6,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2020
Goshen,2020,Local,9.4,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2020
Goshen,2020,CDOS,7.8,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2020
Goshen,2021,Regents,38.2,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2021
Goshen,2021,Advanced Regents,16.0,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2021
Goshen,2021,Local,10.0,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2021
Goshen,2021,CDOS,3.7,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2021
Goshen,2022,Regents,43.7,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2022
Goshen,2022,Advanced Regents,18.2,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2022
Goshen,2022,Local,14.5,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2022
Goshen,2022,CDOS,4.3,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2022
Goshen,2023,Regents,47.1,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2023
Goshen,2023,Advanced Regents,28.1,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2023
Goshen,2023,Local,12.2,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2023
Goshen,2023,CDOS,4.1,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2023
Goshen,2024,Regents,56.4,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2024
Goshen,2024,Advanced Regents,17.3,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2024
Goshen,2024,Local,8.0,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2024
Goshen,2024,CDOS,14.4,1820,https://data.nysed.gov/gradrate.php?instid=440601060000&year=2024
Monroe-Woodbury,2019,Regents,40.1,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2019
Monroe-Woodbury,2019,Advanced Regents,24.4,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2019
Monroe-Woodbury,2019,Local,23.4,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2019
Monroe-Woodbury,2019,CDOS,13.5,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2019
Monroe-Woodbury,2020,Regents,58.3,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2020
Monroe-Woodbury,2020,Advanced Regents,42.4,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2020
Monroe-Woodbury,2020,Local,14.1,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2020
Monroe-Woodbury,2020,CDOS,3.1,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2020
Monroe-Woodbury,2021,Regents,57.6,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2021
Monroe-Woodbury,2021,Advanced Regents,39.4,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2021
Monroe-Woodbury,2021,Local,12.8,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2021
Monroe-Woodbury,2021,CDOS,13.6,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2021
Monroe-Woodbury,2022,Regents,42.6,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2022
Monroe-Woodbury,2022,Advanced Regents,19.5,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2022
Monroe-Woodbury,2022,Local,12.8,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2022
Monroe-Woodbury,2022,CDOS,6.1,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2022
Monroe-Woodbury,2023,Regents,45.0,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2023
Monroe-Woodbury,2023,Advanced Regents,24.6,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2023
Monroe-Woodbury,2023,Local,17.6,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2023
Monroe-Woodbury,2023,CDOS,7.9,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2023
Monroe-Woodbury,2024,Regents,40.1,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2024
Monroe-Woodbury,2024,Advanced Regents,24.4,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2024
Monroe-Woodbury,2024,Local,13.5,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2024
Monroe-Woodbury,2024,CDOS,2.7,803,https://data.nysed.gov/gradrate.php?instid=440801060000&year=2024
Valley Central,2019,Regents,41.4,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2019
Valley Central,2019,Advanced Regents,34.9,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2019
Valley Central,2019,Local,11.8,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2019
Valley Central,2019,CDOS,11.2,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2019
Valley Central,2020,Regents,46.0,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2020
Valley Central,2020,Advanced Regents,24.7,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2020
Valley Central,2020,Local,15.2,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2020
Valley Central,2020,CDOS,9.3,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2020
Valley Central,2021,Regents,58.2,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2021
Valley Central,2021,Advanced Regents,41.8,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2021
Valley Central,2021,Local,22.7,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2021
Valley Central,2021,CDOS,4.9,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2021
Valley Central,2022,Regents,47.4,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2022
Valley Central,2022,Advanced Regents,17.3,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2022
Valley Central,2022,Local,6.5,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2022
Valley Central,2022,CDOS,5.0,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2022
Valley Central,2023,Regents,38.6,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2023
Valley Central,2023,Advanced Regents,29.3,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2023
Valley Central,2023,Local,17.7,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2023
Valley Central,2023,CDOS,8.0,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2023
Valley Central,2024,Regents,49.5,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2024
Valley Central,2024,Advanced Regents,38.5,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2024
Valley Central,2024,Local,24.7,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2024
Valley Central,2024,CDOS,3.9,1299,https://data.nysed.gov/gradrate.php?instid=440401060000&year=2024
Pittsford,2019,Regents,45.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2019
Pittsford,2019,Advanced Regents,33.8,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2019
Pittsford,2019,Local,23.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2019
Pittsford,2019,CDOS,5.3,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2019
Pittsford,2020,Regents,47.4,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2020
Pittsford,2020,Advanced Regents,32.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2020
Pittsford,2020,Local,20.2,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2020
Pittsford,2020,CDOS,8.0,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2020
Pittsford,2021,Regents,58.0,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2021
Pittsford,2021,Advanced Regents,35.0,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2021
Pittsford,2021,Local,23.4,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2021
Pittsford,2021,CDOS,4.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2021
Pittsford,2022,Regents,59.6,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2022
Pittsford,2022,Advanced Regents,31.1,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2022
Pittsford,2022,Local,24.1,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2022
Pittsford,2022,CDOS,8.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2022
Pittsford,2023,Regents,52.2,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2023
Pittsford,2023,Advanced Regents,41.7,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2023
Pittsford,2023,Local,24.0,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2023
Pittsford,2023,CDOS,11.2,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2023
Pittsford,2024,Regents,39.3,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2024
Pittsford,2024,Advanced Regents,39.5,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2024
Pittsford,2024,Local,10.1,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2024
Pittsford,2024,CDOS,6.7,1425,https://data.nysed.gov/gradrate.php?instid=261401060000&year=2024
Brighton,2019,Regents,59.1,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2019
Brighton,2019,Advanced Regents,29.6,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2019
Brighton,2019,Local,5.4,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2019
Brighton,2019,CDOS,12.4,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2019
Brighton,2020,Regents,39.3,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2020
Brighton,2020,Advanced Regents,41.7,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2020
Brighton,2020,Local,13.8,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2020
Brighton,2020,CDOS,10.6,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2020
Brighton,2021,Regents,52.6,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2021
Brighton,2021,Advanced Regents,44.3,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2021
Brighton,2021,Local,12.4,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2021
Brighton,2021,CDOS,6.8,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2021
Brighton,2022,Regents,40.3,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2022
Brighton,2022,Advanced Regents,21.6,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2022
Brighton,2022,Local,16.5,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2022
Brighton,2022,CDOS,9.0,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2022
Brighton,2023,Regents,57.9,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2023
Brighton,2023,Advanced Regents,31.4,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2023
Brighton,2023,Local,18.7,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2023
Brighton,2023,CDOS,2.0,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2023
Brighton,2024,Regents,40.9,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2024
Brighton,2024,Advanced Regents,16.0,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2024
Brighton,2024,Local,18.4,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2024
Brighton,2024,CDOS,2.1,606,https://data.nysed.gov/gradrate.php?instid=260301060000&year=2024
Penfield,2019,Regents,51.5,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2019
Penfield,2019,Advanced Regents,42.4,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2019
Penfield,2019,Local,17.4,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2019
Penfield,2019,CDOS,6.8,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2019
Penfield,2020,Regents,53.0,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2020
Penfield,2020,Advanced Regents,40.5,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2020
Penfield,2020,Local,17.3,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2020
Penfield,2020,CDOS,2.4,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2020
Penfield,2021,Regents,37.0,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2021
Penfield,2021,Advanced Regents,42.0,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2021
Penfield,2021,Local,11.9,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2021
Penfield,2021,CDOS,6.4,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2021
Penfield,2022,Regents,41.1,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2022
Penfield,2022,Advanced Regents,18.6,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2022
Penfield,2022,Local,23.3,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2022
Penfield,2022,CDOS,12.6,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2022
Penfield,2023,Regents,43.7,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2023
Penfield,2023,Advanced Regents,34.7,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2023
Penfield,2023,Local,11.5,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2023
Penfield,2023,CDOS,14.2,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2023
Penfield,2024,Regents,46.2,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2024
Penfield,2024,Advanced Regents,42.7,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2024
Penfield,2024,Local,18.2,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2024
Penfield,2024,CDOS,12.8,1592,https://data.nysed.gov/gradrate.php?instid=260501060000&year=2024
Fairport,2019,Regents,49.3,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2019
Fairport,2019,Advanced Regents,27.6,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2019
Fairport,2019,Local,15.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2019
Fairport,2019,CDOS,9.0,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2019
Fairport,2020,Regents,49.7,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2020
Fairport,2020,Advanced Regents,40.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2020
Fairport,2020,Local,22.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2020
Fairport,2020,CDOS,8.1,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2020
Fairport,2021,Regents,38.6,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2021
Fairport,2021,Advanced Regents,28.0,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2021
Fairport,2021,Local,13.2,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2021
Fairport,2021,CDOS,6.4,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2021
Fairport,2022,Regents,55.5,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2022
Fairport,2022,Advanced Regents,42.9,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2022
Fairport,2022,Local,8.3,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2022
Fairport,2022,CDOS,3.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2022
Fairport,2023,Regents,59.9,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2023
Fairport,2023,Advanced Regents,30.2,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2023
Fairport,2023,Local,20.4,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2023
Fairport,2023,CDOS,2.1,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2023
Fairport,2024,Regents,37.3,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2024
Fairport,2024,Advanced Regents,43.1,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2024
Fairport,2024,Local,9.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2024
Fairport,2024,CDOS,2.8,1926,https://data.nysed.gov/gradrate.php?instid=260801060000&year=2024
Webster,2019,Regents,52.4,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2019
Webster,2019,Advanced Regents,18.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2019
Webster,2019,Local,13.4,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2019
Webster,2019,CDOS,7.8,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2019
Webster,2020,Regents,37.1,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2020
Webster,2020,Advanced Regents,32.6,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2020
Webster,2020,Local,14.3,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2020
Webster,2020,CDOS,4.8,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2020
Webster,2021,Regents,56.9,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2021
Webster,2021,Advanced Regents,29.3,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2021
Webster,2021,Local,6.4,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2021
Webster,2021,CDOS,3.2,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2021
Webster,2022,Regents,43.2,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2022
Webster,2022,Advanced Regents,41.6,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2022
Webster,2022,Local,17.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2022
Webster,2022,CDOS,10.2,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2022
Webster,2023,Regents,48.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2023
Webster,2023,Advanced Regents,43.2,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2023
Webster,2023,Local,17.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2023
Webster,2023,CDOS,11.3,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2023
Webster,2024,Regents,47.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2024
Webster,2024,Advanced Regents,30.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2024
Webster,2024,Local,14.5,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2024
Webster,2024,CDOS,7.9,1466,https://data.nysed.gov/gradrate.php?instid=261001060000&year=2024
Hilton,2019,Regents,49.6,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2019
Hilton,2019,Advanced Regents,21.6,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2019
Hilton,2019,Local,8.4,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2019
Hilton,2019,CDOS,5.9,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2019
Hilton,2020,Regents,36.7,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2020
Hilton,2020,Advanced Regents,44.9,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2020
Hilton,2020,Local,18.7,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2020
Hilton,2020,CDOS,3.8,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2020
Hilton,2021,Regents,42.1,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2021
Hilton,2021,Advanced Regents,39.7,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2021
Hilton,2021,Local,22.2,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2021
Hilton,2021,CDOS,11.8,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2021
Hilton,2022,Regents,58.4,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2022
Hilton,2022,Advanced Regents,34.0,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2022
Hilton,2022,Local,9.8,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2022
Hilton,2022,CDOS,13.8,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2022
Hilton,2023,Regents,49.3,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2023
Hilton,2023,Advanced Regents,22.1,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2023
Hilton,2023,Local,11.7,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2023
Hilton,2023,CDOS,7.1,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2023
Hilton,2024,Regents,51.4,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2024
Hilton,2024,Advanced Regents,23.2,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2024
Hilton,2024,Local,15.5,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2024
Hilton,2024,CDOS,14.3,1243,https://data.nysed.gov/gradrate.php?instid=260901060000&year=2024
Spencerport,2019,Regents,50.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2019
Spencerport,2019,Advanced Regents,29.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2019
Spencerport,2019,Local,13.9,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2019
Spencerport,2019,CDOS,10.5,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2019
Spencerport,2020,Regents,46.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2020
Spencerport,2020,Advanced Regents,30.4,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2020
Spencerport,2020,Local,17.7,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2020
Spencerport,2020,CDOS,12.8,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2020
Spencerport,2021,Regents,40.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2021
Spencerport,2021,Advanced Regents,31.9,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2021
Spencerport,2021,Local,15.8,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2021
Spencerport,2021,CDOS,9.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2021
Spencerport,2022,Regents,39.5,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2022
Spencerport,2022,Advanced Regents,35.4,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2022
Spencerport,2022,Local,15.0,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2022
Spencerport,2022,CDOS,4.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2022
Spencerport,2023,Regents,48.6,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2023
Spencerport,2023,Advanced Regents,23.2,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2023
Spencerport,2023,Local,14.7,928,https://data.nysed.gov/gradrate.php?instid=261301060000&year=2023
